0.33113	0.54308
0.34674	0.51584
0.36308	0.48934
0.38019	0.46417
0.39811	0.44077
0.41687	0.41715
0.43652	0.39531
0.45709	0.37373
0.47863	0.35358
0.50119	0.33429
0.52481	0.31602
0.54954	0.29866
0.57544	0.28166
0.60256	0.26589
0.63096	0.25039
0.66069	0.23585
0.69183	0.2222
0.72444	0.20916
0.75858	0.19666
0.79433	0.18489
0.83176	0.1738
0.87096	0.16302
0.91201	0.15269
0.95499	0.14342
1	0.13425
1.0471	0.12567
1.0965	0.1177
1.1482	0.11015
1.2023	0.10284
1.2589	0.096101
1.3183	0.089696
1.3804	0.083728
1.4454	0.077978
1.5136	0.072637
1.5849	0.067618
1.6596	0.062884
1.7378	0.058498
1.8197	0.054381
1.9055	0.050476
1.9953	0.046821
2.0893	0.043371
2.1878	0.040269
2.2909	0.037311
2.3988	0.034518
2.5119	0.031918
2.6303	0.029479
2.7542	0.027258
2.884	0.025167
3.02	0.023247
3.1623	0.021436
3.3113	0.019742
3.4674	0.018181
3.6308	0.016719
3.8019	0.015383
3.9811	0.014121
4.1687	0.013002
4.3652	0.011937
4.5709	0.010942
4.7863	0.010042
5.0119	0.0092048
5.2481	0.0084183
5.4954	0.0077096
5.7544	0.0070557
6.0256	0.006448
6.3096	0.0059005
6.6069	0.0053844
6.9183	0.004915
7.2444	0.0044806
7.5858	0.0040914
7.9433	0.0037303
8.3176	0.0033991
8.7096	0.0030845
9.1201	0.0028132
9.5499	0.0025572
10	0.0023237
10.471	0.0021127
10.965	0.0019139
11.482	0.0017398
12.023	0.001574
12.589	0.0014318
13.183	0.001293
13.804	0.0011761
14.454	0.0010587
15.136	0.0009582
15.849	0.00086702
16.596	0.00078291
17.378	0.00070779
18.197	0.00063756
19.055	0.00057536
19.953	0.0005172
20.893	0.0004652
21.878	0.00042062
22.909	0.00037634
23.988	0.00033892
25.119	0.0003016
26.303	0.00027122
27.542	0.0002424
28.84	0.0002176
30.2	0.00019382
31.623	0.00017277
33.113	0.00015294
34.674	0.00013681
36.308	0.0001206
38.019	0.00010701
39.811	9.3966e-05
41.687	8.286e-05
43.652	7.3098e-05
45.709	6.3843e-05
47.863	5.5769e-05
50.119	4.8959e-05
52.481	4.212e-05
54.954	3.6238e-05
57.544	3.1077e-05
60.256	2.6676e-05
63.096	2.2732e-05
66.069	1.9241e-05
69.183	1.6058e-05
72.444	1.3651e-05
75.858	1.1359e-05
79.433	9.2913e-06
83.176	7.6098e-06
87.096	6.1645e-06
91.201	5.0035e-06
95.499	4.0314e-06
100	3.1172e-06
104.71	2.4724e-06
109.65	1.9153e-06
114.82	1.4094e-06
120.23	1.0831e-06
125.89	8.5017e-07
131.83	5.8787e-07
138.04	4.4276e-07
144.54	3.1113e-07
151.36	2.1501e-07
158.49	1.5095e-07
165.96	1.0983e-07
173.78	6.7601e-08
181.97	4.9217e-08
190.55	2.8499e-08
199.53	1.896e-08
208.93	1.1137e-08
218.78	8.7736e-09
229.09	5.5281e-09
239.88	2.0418e-09
251.19	1.0013e-09
263.03	7.3815e-10
275.42	1.6555e-10
288.4	1.377e-10
302	0
316.23	9.7676e-11
331.13	0
346.74	0
363.08	0
380.19	0
398.11	0
416.87	0
436.52	0
457.09	0
478.63	0
501.19	0
524.81	0
549.54	0
575.44	0
602.56	0
630.96	0
660.69	0
691.83	0
724.44	0
758.58	0
794.33	0
831.76	0
870.96	0
912.01	0
954.99	0
